Brand,Processor,RAM (GB),Storage,GPU,Screen Size (inch),Resolution,Battery Life (hours),Weight (kg),Operating System,Price ($)
Razer,Intel i5,64.0,512GB SSD,AMD Radeon RX 6600,16.0,1920x1080,8.5,1.99,macOS,3722.85
Lenovo,Intel i7,32.0,2TB SSD,Nvidia RTX 2060,14.0,1366x768,6.1,3.5,Linux,1714.09
Acer,AMD Ryzen 9,8.0,2TB SSD,Nvidia RTX 2060,13.3,3840x2160,5.4,2.66,Windows,2600.96
Acer,Intel i3,4.0,256GB SSD,AMD Radeon RX 6600,15.6,3840x2160,4.8,1.93,Windows,1277.05
Samsung,Intel i7,4.0,1TB HDD,Nvidia RTX 2060,17.3,1366x768,10.1,1.47,FreeDOS,870.3
Dell,Intel i5,8.0,512GB SSD,Nvidia GTX 1650,16.0,2560x1440,11.7,1.97,macOS,1278.8
MSI,AMD Ryzen 9,64.0,1TB SSD,AMD Radeon RX 6800,15.6,1920x1080,10.2,3.13,Windows,5656.0
Asus,Intel i9,8.0,512GB SSD,Nvidia RTX 2060,16.0,3840x2160,6.4,1.27,FreeDOS,2899.27
Microsoft,AMD Ryzen 5,16.0,1TB SSD,AMD Radeon RX 6600,16.0,2560x1440,4.1,1.93,macOS,1606.35
Acer,Intel i9,32.0,2TB SSD,AMD Radeon RX 6600,14.0,2560x1440,9.7,3.11,macOS,3210.04
Microsoft,AMD Ryzen 3,4.0,1TB HDD,Nvidia RTX 3080,16.0,3840x2160,7.4,2.53,Windows,1077.41
Lenovo,AMD Ryzen 7,8.0,256GB SSD,AMD Radeon RX 6800,15.6,2560x1440,4.5,1.65,Linux,1819.3
Samsung,Intel i3,4.0,1TB SSD,AMD Radeon RX 6800,17.3,1366x768,11.8,1.43,macOS,638.32
Apple,AMD Ryzen 3,8.0,256GB SSD,Nvidia RTX 2060,13.3,1366x768,8.6,2.08,FreeDOS,1044.81
MSI,Intel i5,64.0,256GB SSD,Integrated,17.3,1920x1080,6.2,1.64,FreeDOS,2374.37
Dell,Intel i3,64.0,256GB SSD,AMD Radeon RX 6800,15.6,2560x1440,9.3,3.21,FreeDOS,2573.25
Acer,AMD Ryzen 5,32.0,256GB SSD,AMD Radeon RX 6800,13.3,3840x2160,7.2,1.98,Windows,2696.94
Apple,AMD Ryzen 7,64.0,256GB SSD,Nvidia GTX 1650,14.0,3840x2160,11.3,2.38,Windows,7464.78
MSI,Intel i7,4.0,1TB HDD,AMD Radeon RX 6600,13.3,3840x2160,6.8,2.11,FreeDOS,1940.4
HP,AMD Ryzen 7,16.0,256GB SSD,Integrated,16.0,1920x1080,11.4,2.28,Windows,1053.8
Razer,AMD Ryzen 5,64.0,1TB HDD,Integrated,13.3,1920x1080,6.9,2.23,Windows,1996.12
Dell,AMD Ryzen 9,16.0,1TB HDD,Nvidia RTX 3060,13.3,2560x1440,5.7,1.66,FreeDOS,2064.58
Dell,AMD Ryzen 3,4.0,512GB SSD,AMD Radeon RX 6600,15.6,2560x1440,9.0,2.2,FreeDOS,1064.96
Lenovo,AMD Ryzen 9,16.0,1TB HDD,Nvidia RTX 3060,17.3,2560x1440,4.3,1.59,macOS,2308.36
Razer,Intel i3,32.0,512GB SSD,Nvidia RTX 3060,16.0,1920x1080,4.8,3.13,macOS,2188.34
Microsoft,Intel i9,4.0,2TB SSD,AMD Radeon RX 6600,16.0,1366x768,6.5,1.52,Linux,1342.28
Dell,Intel i5,4.0,1TB HDD,Nvidia RTX 3060,13.3,2560x1440,10.3,3.07,Linux,1013.29
Dell,Intel i5,8.0,256GB SSD,Nvidia RTX 3080,13.3,3840x2160,4.4,3.23,FreeDOS,1617.74
Acer,AMD Ryzen 7,8.0,2TB SSD,AMD Radeon RX 6600,17.3,2560x1440,6.3,1.97,Linux,1758.86
Apple,Intel i9,4.0,1TB SSD,Nvidia GTX 1650,13.3,1366x768,9.7,2.55,macOS,1932.04
Razer,AMD Ryzen 9,16.0,2TB SSD,Nvidia RTX 2060,16.0,1920x1080,9.8,1.85,Linux,3081.08
HP,Intel i9,32.0,1TB SSD,Nvidia GTX 1650,13.3,1366x768,4.7,1.23,Windows,2176.22
Asus,AMD Ryzen 3,16.0,2TB SSD,Nvidia RTX 3080,13.3,3840x2160,9.0,2.77,Windows,1675.27
Lenovo,Intel i3,32.0,1TB HDD,Nvidia RTX 3080,17.3,2560x1440,9.4,1.66,FreeDOS,1420.09
MSI,Intel i9,64.0,1TB SSD,Nvidia RTX 3080,16.0,3840x2160,10.9,3.35,Linux,9210.28
HP,AMD Ryzen 9,64.0,256GB SSD,Nvidia RTX 3080,17.3,2560x1440,6.4,2.67,Linux,5407.45
Lenovo,AMD Ryzen 5,8.0,1TB SSD,Nvidia RTX 3080,13.3,3840x2160,7.6,3.44,Windows,1744.38
Apple,Intel i5,32.0,512GB SSD,Nvidia GTX 1650,17.3,3840x2160,5.5,3.17,Linux,4352.6
Dell,Intel i7,64.0,2TB SSD,AMD Radeon RX 6800,15.6,1920x1080,8.0,2.14,FreeDOS,3284.31
HP,Intel i3,32.0,256GB SSD,Nvidia RTX 3060,13.3,1366x768,9.1,2.76,FreeDOS,1016.47
Apple,AMD Ryzen 3,4.0,2TB SSD,Nvidia GTX 1650,17.3,1366x768,8.9,2.55,Linux,1080.5
Asus,AMD Ryzen 3,8.0,1TB HDD,Nvidia GTX 1650,16.0,1920x1080,5.9,3.25,FreeDOS,757.82
Lenovo,AMD Ryzen 9,4.0,512GB SSD,Nvidia GTX 1650,13.3,1366x768,9.8,2.89,macOS,1126.17
Asus,Intel i3,32.0,512GB SSD,Nvidia RTX 2060,13.3,3840x2160,5.5,2.88,Windows,2169.05
Lenovo,AMD Ryzen 5,32.0,1TB HDD,Integrated,13.3,1366x768,10.1,2.06,Windows,698.02
Apple,Intel i9,4.0,1TB SSD,AMD Radeon RX 6600,17.3,1366x768,4.5,2.95,Windows,2154.19
MSI,Intel i9,32.0,512GB SSD,AMD Radeon RX 6600,15.6,2560x1440,4.0,3.47,Windows,4624.19
Samsung,AMD Ryzen 9,16.0,1TB HDD,AMD Radeon RX 6600,16.0,1920x1080,11.1,2.48,FreeDOS,1745.55
Samsung,AMD Ryzen 7,16.0,256GB SSD,AMD Radeon RX 6600,14.0,1920x1080,9.6,1.48,Windows,1444.69
Razer,Intel i9,4.0,256GB SSD,AMD Radeon RX 6800,13.3,1920x1080,11.6,1.49,Windows,2128.05
MSI,Intel i9,64.0,1TB SSD,AMD Radeon RX 6800,13.3,1920x1080,9.5,1.77,macOS,5228.93
Samsung,Intel i9,8.0,1TB SSD,Integrated,16.0,2560x1440,9.8,1.79,FreeDOS,1441.4
HP,AMD Ryzen 7,16.0,256GB SSD,Integrated,13.3,3840x2160,6.9,2.23,Windows,1610.62
HP,Intel i9,8.0,1TB HDD,Integrated,16.0,2560x1440,8.9,1.94,macOS,1396.3
Dell,Intel i7,64.0,2TB SSD,AMD Radeon RX 6600,15.6,1366x768,4.9,1.34,macOS,2661.65
Dell,AMD Ryzen 9,4.0,256GB SSD,AMD Radeon RX 6600,17.3,3840x2160,9.6,2.04,Linux,2642.9
HP,AMD Ryzen 7,8.0,512GB SSD,AMD Radeon RX 6600,17.3,3840x2160,8.7,1.61,macOS,2170.13
HP,AMD Ryzen 3,64.0,1TB HDD,Nvidia RTX 3060,13.3,3840x2160,9.5,2.04,macOS,2652.49
Samsung,Intel i9,16.0,256GB SSD,Nvidia RTX 3080,15.6,2560x1440,10.6,3.29,Linux,2738.26
Lenovo,Intel i7,64.0,1TB HDD,Integrated,13.3,3840x2160,11.5,3.41,macOS,2639.04
MSI,Intel i5,64.0,256GB SSD,Nvidia RTX 3060,15.6,3840x2160,6.0,1.57,macOS,5525.08
HP,Intel i3,16.0,1TB HDD,Nvidia GTX 1650,15.6,2560x1440,8.2,2.72,macOS,1122.2
Apple,Intel i9,8.0,1TB SSD,Nvidia RTX 3060,16.0,1920x1080,11.0,2.67,macOS,2620.83
Lenovo,AMD Ryzen 5,64.0,512GB SSD,Nvidia RTX 3080,16.0,2560x1440,9.2,3.03,Linux,3113.06
Asus,AMD Ryzen 5,4.0,1TB SSD,Nvidia RTX 2060,17.3,1920x1080,7.0,3.1,FreeDOS,960.97
Apple,AMD Ryzen 5,8.0,1TB HDD,Nvidia GTX 1650,16.0,1920x1080,7.0,3.15,FreeDOS,1341.85
Dell,Intel i7,32.0,1TB HDD,Nvidia RTX 3080,16.0,1366x768,10.6,3.38,macOS,1445.64
Lenovo,AMD Ryzen 5,32.0,1TB SSD,Nvidia RTX 3060,13.3,1920x1080,5.3,3.11,macOS,1469.55
Dell,Intel i9,16.0,512GB SSD,Nvidia RTX 2060,13.3,3840x2160,4.9,1.65,FreeDOS,3439.35
Samsung,AMD Ryzen 9,16.0,1TB HDD,Nvidia GTX 1650,17.3,3840x2160,7.5,2.25,Windows,3103.94
Apple,Intel i5,8.0,2TB SSD,Nvidia RTX 2060,17.3,1366x768,9.5,1.5,Linux,1307.27
Samsung,Intel i5,32.0,256GB SSD,Nvidia GTX 1650,13.3,3840x2160,7.9,1.33,FreeDOS,2657.7
Razer,AMD Ryzen 9,64.0,512GB SSD,AMD Radeon RX 6600,17.3,1920x1080,8.7,1.41,Linux,6072.57
Lenovo,Intel i3,64.0,512GB SSD,Nvidia RTX 2060,13.3,3840x2160,8.2,2.9,FreeDOS,3178.47
Razer,Intel i3,16.0,2TB SSD,Nvidia GTX 1650,13.3,1366x768,6.9,2.9,macOS,1152.82
Apple,Intel i5,8.0,512GB SSD,AMD Radeon RX 6600,16.0,2560x1440,5.1,1.4,macOS,2067.93
Razer,Intel i7,8.0,512GB SSD,Nvidia GTX 1650,17.3,1920x1080,8.2,2.52,macOS,1772.41
Acer,Intel i9,64.0,256GB SSD,Nvidia GTX 1650,14.0,3840x2160,6.7,3.39,macOS,6621.98
Apple,AMD Ryzen 3,16.0,256GB SSD,AMD Radeon RX 6600,17.3,2560x1440,10.7,1.22,Linux,2198.72
Apple,Intel i9,64.0,256GB SSD,Nvidia RTX 3080,16.0,1920x1080,4.7,1.22,macOS,6410.33
Dell,Intel i3,16.0,1TB SSD,Nvidia RTX 3060,13.3,2560x1440,7.4,2.08,macOS,1262.5
Acer,AMD Ryzen 5,32.0,256GB SSD,AMD Radeon RX 6800,15.6,3840x2160,11.9,1.56,FreeDOS,3007.57
Dell,AMD Ryzen 9,8.0,2TB SSD,Nvidia RTX 2060,16.0,2560x1440,10.7,1.47,macOS,2240.56
Lenovo,AMD Ryzen 7,8.0,2TB SSD,AMD Radeon RX 6800,17.3,1366x768,5.4,2.16,Linux,1215.74
Samsung,Intel i9,4.0,256GB SSD,AMD Radeon RX 6800,14.0,1920x1080,4.4,2.87,Linux,1625.86
Lenovo,AMD Ryzen 3,16.0,2TB SSD,Integrated,14.0,1920x1080,4.1,3.43,macOS,723.58
Acer,Intel i5,4.0,512GB SSD,AMD Radeon RX 6800,15.6,2560x1440,8.8,3.12,FreeDOS,1303.02
Asus,AMD Ryzen 9,32.0,1TB HDD,Nvidia GTX 1650,16.0,3840x2160,6.3,3.34,Linux,4094.12
Dell,AMD Ryzen 5,32.0,256GB SSD,Nvidia GTX 1650,13.3,3840x2160,9.2,2.3,macOS,2579.31
Lenovo,AMD Ryzen 3,16.0,1TB SSD,AMD Radeon RX 6800,14.0,3840x2160,5.5,3.38,FreeDOS,1611.04
Razer,AMD Ryzen 5,8.0,256GB SSD,AMD Radeon RX 6800,16.0,1920x1080,9.1,1.81,FreeDOS,1547.16
Acer,Intel i7,16.0,2TB SSD,Nvidia RTX 3080,15.6,1920x1080,10.0,2.17,macOS,1633.89
Apple,AMD Ryzen 5,16.0,256GB SSD,AMD Radeon RX 6800,17.3,1920x1080,4.6,2.27,FreeDOS,1868.87
Dell,Intel i5,4.0,512GB SSD,Nvidia RTX 3080,14.0,2560x1440,10.7,2.13,FreeDOS,1270.41
Samsung,Intel i7,32.0,1TB SSD,AMD Radeon RX 6600,13.3,1366x768,8.6,1.28,FreeDOS,1644.05
Razer,AMD Ryzen 9,32.0,2TB SSD,Nvidia GTX 1650,17.3,3840x2160,7.1,2.21,Linux,6617.17
Acer,AMD Ryzen 3,16.0,2TB SSD,Nvidia RTX 2060,13.3,2560x1440,5.4,2.29,FreeDOS,1370.99
Razer,AMD Ryzen 3,8.0,2TB SSD,AMD Radeon RX 6600,17.3,3840x2160,7.6,2.15,Windows,2059.78
Samsung,AMD Ryzen 9,16.0,1TB HDD,Nvidia RTX 3060,13.3,3840x2160,8.3,1.38,Windows,2664.08
Microsoft,AMD Ryzen 3,4.0,2TB SSD,Integrated,15.6,1920x1080,8.3,3.42,FreeDOS,622.05
Asus,AMD Ryzen 7,64.0,256GB SSD,AMD Radeon RX 6800,13.3,1366x768,7.6,2.74,macOS,2430.88
MSI,AMD Ryzen 7,8.0,1TB SSD,Nvidia RTX 3060,16.0,3840x2160,10.4,1.49,Windows,3057.74
Microsoft,AMD Ryzen 9,32.0,1TB SSD,AMD Radeon RX 6600,13.3,1920x1080,9.7,2.49,FreeDOS,2579.94
Dell,Intel i9,64.0,1TB HDD,Nvidia RTX 3080,16.0,1366x768,5.1,2.78,FreeDOS,3068.68
Razer,AMD Ryzen 5,4.0,1TB SSD,Nvidia RTX 3080,14.0,1920x1080,5.9,2.69,Windows,1180.95
HP,AMD Ryzen 3,32.0,1TB SSD,Nvidia RTX 3080,13.3,2560x1440,5.7,2.66,FreeDOS,1700.83
Razer,AMD Ryzen 5,32.0,256GB SSD,AMD Radeon RX 6600,14.0,1366x768,5.2,1.71,Linux,1789.03
Asus,AMD Ryzen 5,16.0,512GB SSD,Integrated,13.3,3840x2160,10.5,1.9,Linux,1479.07
Apple,AMD Ryzen 9,64.0,2TB SSD,Nvidia GTX 1650,17.3,1920x1080,6.4,3.45,macOS,6397.85
MSI,AMD Ryzen 3,64.0,256GB SSD,AMD Radeon RX 6800,17.3,1920x1080,5.9,2.55,macOS,2899.29
Lenovo,AMD Ryzen 5,64.0,1TB HDD,Nvidia GTX 1650,14.0,1366x768,5.1,2.49,macOS,1698.59
Microsoft,Intel i9,16.0,2TB SSD,Nvidia RTX 2060,14.0,3840x2160,10.9,2.47,Windows,3262.72
Apple,Intel i7,8.0,1TB SSD,Nvidia RTX 3080,17.3,1366x768,7.9,1.74,Linux,1717.38
Asus,Intel i9,8.0,1TB SSD,Nvidia RTX 2060,13.3,1366x768,6.9,1.33,macOS,1497.63
MSI,Intel i3,32.0,1TB SSD,Integrated,17.3,2560x1440,7.8,1.44,Linux,1551.03
Apple,Intel i7,16.0,256GB SSD,Nvidia RTX 2060,16.0,1366x768,10.7,1.83,macOS,2029.05
Microsoft,AMD Ryzen 9,4.0,2TB SSD,Nvidia RTX 3080,13.3,2560x1440,9.4,1.85,FreeDOS,1999.29
Razer,Intel i7,64.0,256GB SSD,AMD Radeon RX 6600,13.3,2560x1440,4.5,3.35,Linux,5058.52
HP,Intel i9,8.0,512GB SSD,Nvidia RTX 2060,14.0,2560x1440,5.1,2.23,Windows,2016.36
Dell,Intel i5,32.0,512GB SSD,Nvidia RTX 3080,14.0,1366x768,11.0,3.29,Linux,1262.3
Asus,Intel i5,16.0,2TB SSD,Nvidia RTX 3080,16.0,3840x2160,11.0,3.46,Linux,2212.83
Lenovo,AMD Ryzen 9,16.0,256GB SSD,AMD Radeon RX 6800,16.0,2560x1440,6.6,1.99,FreeDOS,2723.25
Acer,AMD Ryzen 9,4.0,2TB SSD,AMD Radeon RX 6600,13.3,1920x1080,5.4,3.16,macOS,1530.69
Microsoft,AMD Ryzen 3,32.0,1TB HDD,AMD Radeon RX 6800,16.0,3840x2160,4.8,1.55,Windows,2046.5
Lenovo,AMD Ryzen 9,64.0,512GB SSD,AMD Radeon RX 6800,15.6,2560x1440,6.6,2.43,Linux,5434.72
MSI,Intel i3,32.0,256GB SSD,Nvidia RTX 3080,16.0,2560x1440,7.2,1.94,macOS,2423.0
Asus,Intel i9,4.0,2TB SSD,AMD Radeon RX 6800,17.3,3840x2160,7.0,2.79,Windows,2712.13
Lenovo,Intel i3,64.0,2TB SSD,AMD Radeon RX 6600,16.0,3840x2160,9.6,1.8,Windows,3716.41
Lenovo,AMD Ryzen 5,4.0,512GB SSD,Nvidia RTX 2060,14.0,3840x2160,4.5,2.36,Windows,1393.45
Lenovo,AMD Ryzen 3,64.0,1TB HDD,Nvidia GTX 1650,17.3,1366x768,9.9,1.66,Windows,1684.77
Apple,Intel i9,8.0,2TB SSD,Nvidia RTX 3080,15.6,3840x2160,11.2,3.45,FreeDOS,4567.76
Dell,AMD Ryzen 3,64.0,256GB SSD,Nvidia RTX 3080,14.0,2560x1440,7.3,1.92,Windows,2376.75
Microsoft,AMD Ryzen 5,16.0,1TB HDD,Nvidia RTX 2060,17.3,1920x1080,11.8,2.14,Linux,1110.9
HP,Intel i5,64.0,2TB SSD,Nvidia RTX 2060,16.0,1366x768,8.5,2.59,FreeDOS,2120.42
Razer,Intel i3,16.0,1TB HDD,Nvidia RTX 2060,15.6,3840x2160,4.9,1.58,macOS,2246.02
Acer,AMD Ryzen 3,32.0,256GB SSD,Nvidia RTX 2060,17.3,3840x2160,11.1,3.09,Windows,2504.53
Apple,Intel i7,4.0,2TB SSD,Nvidia RTX 3080,14.0,2560x1440,11.3,2.35,Windows,2110.91
Acer,AMD Ryzen 7,64.0,2TB SSD,Nvidia RTX 2060,13.3,1920x1080,4.3,2.27,Linux,3114.12
Samsung,AMD Ryzen 5,4.0,1TB SSD,Nvidia GTX 1650,15.6,1366x768,7.9,1.65,Windows,787.95
Acer,Intel i7,8.0,512GB SSD,AMD Radeon RX 6600,17.3,1366x768,10.4,2.38,macOS,1063.95
Asus,AMD Ryzen 7,32.0,1TB HDD,Nvidia RTX 3080,14.0,2560x1440,11.6,1.3,macOS,1978.26
Razer,AMD Ryzen 5,16.0,256GB SSD,Nvidia RTX 2060,17.3,2560x1440,9.3,2.49,macOS,2231.53
Samsung,AMD Ryzen 3,8.0,512GB SSD,AMD Radeon RX 6800,14.0,1366x768,7.2,2.26,Windows,648.37
HP,Intel i9,32.0,512GB SSD,Nvidia RTX 3060,13.3,1920x1080,11.5,1.44,Linux,2582.19
Acer,Intel i9,32.0,512GB SSD,Integrated,17.3,1366x768,6.9,1.63,Windows,1710.47
Acer,Intel i7,8.0,1TB HDD,Nvidia GTX 1650,17.3,1920x1080,8.5,2.24,FreeDOS,1229.28
Samsung,Intel i5,16.0,1TB SSD,Integrated,13.3,2560x1440,9.8,1.46,Windows,957.11
Lenovo,AMD Ryzen 9,32.0,256GB SSD,Nvidia RTX 3080,17.3,1366x768,8.0,2.38,Linux,2518.77
HP,Intel i9,4.0,2TB SSD,Nvidia RTX 3060,13.3,1366x768,9.8,2.13,Linux,1132.67
Apple,Intel i3,64.0,2TB SSD,AMD Radeon RX 6800,13.3,1366x768,7.7,2.84,FreeDOS,2382.01
Dell,Intel i9,8.0,2TB SSD,AMD Radeon RX 6800,16.0,1366x768,9.1,1.2,macOS,1586.07
Asus,Intel i3,64.0,512GB SSD,AMD Radeon RX 6600,14.0,2560x1440,10.7,1.68,macOS,2622.93
Dell,Intel i3,8.0,512GB SSD,Nvidia GTX 1650,17.3,3840x2160,11.8,1.65,macOS,1545.83
Lenovo,AMD Ryzen 9,16.0,256GB SSD,Nvidia RTX 3080,13.3,1920x1080,6.7,1.98,Linux,2141.24
Lenovo,AMD Ryzen 7,4.0,1TB HDD,Nvidia RTX 3080,14.0,3840x2160,4.0,2.1,Windows,1495.5
Acer,AMD Ryzen 3,64.0,512GB SSD,Nvidia RTX 2060,14.0,1920x1080,4.1,1.91,Linux,1959.66
Microsoft,Intel i7,32.0,256GB SSD,Nvidia GTX 1650,16.0,3840x2160,7.8,2.75,FreeDOS,3541.45
Microsoft,AMD Ryzen 9,64.0,2TB SSD,AMD Radeon RX 6800,15.6,1366x768,11.2,2.05,FreeDOS,3651.4
Dell,AMD Ryzen 3,4.0,512GB SSD,Nvidia RTX 2060,16.0,2560x1440,6.3,3.01,Linux,1122.96
Asus,Intel i3,32.0,1TB SSD,AMD Radeon RX 6600,13.3,2560x1440,6.6,3.07,FreeDOS,1717.18
Microsoft,Intel i7,16.0,2TB SSD,AMD Radeon RX 6800,13.3,1366x768,11.8,1.79,Linux,1122.36
Dell,AMD Ryzen 5,4.0,1TB HDD,AMD Radeon RX 6800,14.0,2560x1440,7.6,3.4,Linux,966.2
HP,AMD Ryzen 3,32.0,1TB HDD,AMD Radeon RX 6800,13.3,2560x1440,8.1,2.69,Windows,1330.29
Samsung,Intel i7,8.0,512GB SSD,AMD Radeon RX 6600,15.6,2560x1440,5.0,2.28,Windows,1831.26
Microsoft,AMD Ryzen 7,64.0,512GB SSD,Nvidia RTX 2060,16.0,1366x768,11.4,3.29,macOS,2707.62
Lenovo,Intel i7,16.0,512GB SSD,Integrated,17.3,1920x1080,11.0,1.71,FreeDOS,1247.41
Asus,Intel i7,16.0,1TB SSD,Nvidia RTX 3060,15.6,2560x1440,9.8,3.14,Linux,1933.61
Asus,Intel i3,4.0,256GB SSD,Nvidia RTX 2060,17.3,3840x2160,5.8,1.44,Windows,1358.56
Dell,AMD Ryzen 5,64.0,1TB HDD,Nvidia RTX 2060,17.3,2560x1440,8.0,2.77,Linux,2580.57
MSI,Intel i7,64.0,512GB SSD,Nvidia RTX 2060,14.0,3840x2160,11.2,1.59,Windows,6367.0
Dell,AMD Ryzen 5,8.0,2TB SSD,Nvidia RTX 2060,14.0,1366x768,5.6,3.44,macOS,874.48
Dell,AMD Ryzen 5,16.0,1TB SSD,Nvidia RTX 3060,13.3,1920x1080,8.2,1.6,Windows,1304.73
Samsung,Intel i5,4.0,2TB SSD,Nvidia RTX 3060,15.6,1366x768,7.9,2.08,Windows,954.61
Apple,Intel i5,32.0,2TB SSD,Nvidia RTX 3060,13.3,3840x2160,5.5,2.84,FreeDOS,3989.56
Dell,Intel i5,16.0,512GB SSD,Integrated,14.0,1366x768,8.3,1.43,macOS,667.67
HP,AMD Ryzen 5,4.0,512GB SSD,Integrated,13.3,1366x768,10.1,2.11,Linux,662.85
HP,Intel i7,64.0,256GB SSD,AMD Radeon RX 6800,15.6,1366x768,4.7,2.31,Linux,2800.81
Samsung,Intel i9,32.0,512GB SSD,Nvidia RTX 3060,13.3,3840x2160,9.0,3.38,FreeDOS,4351.29
HP,AMD Ryzen 7,16.0,256GB SSD,AMD Radeon RX 6800,17.3,1920x1080,9.5,2.78,FreeDOS,1525.47
Acer,AMD Ryzen 5,64.0,1TB SSD,AMD Radeon RX 6600,13.3,2560x1440,7.9,2.15,FreeDOS,3059.52
Lenovo,Intel i9,16.0,1TB SSD,Nvidia RTX 3060,15.6,2560x1440,8.3,2.87,FreeDOS,2611.93
Lenovo,AMD Ryzen 5,4.0,1TB HDD,Nvidia GTX 1650,16.0,3840x2160,9.3,2.18,FreeDOS,1239.21
Apple,AMD Ryzen 9,32.0,512GB SSD,AMD Radeon RX 6600,13.3,3840x2160,10.7,1.96,Linux,6402.56
MSI,AMD Ryzen 3,16.0,512GB SSD,Nvidia GTX 1650,16.0,1366x768,9.8,3.35,Windows,1184.96
Razer,AMD Ryzen 3,4.0,512GB SSD,Nvidia GTX 1650,15.6,2560x1440,7.9,2.59,Windows,1528.12
MSI,Intel i7,64.0,256GB SSD,Nvidia RTX 3060,14.0,1920x1080,8.4,1.78,Linux,3692.91
MSI,Intel i3,4.0,2TB SSD,Nvidia RTX 3080,15.6,2560x1440,4.6,3.29,FreeDOS,1278.27
Razer,Intel i3,32.0,1TB HDD,AMD Radeon RX 6600,13.3,1366x768,5.2,3.3,macOS,1394.51
Lenovo,Intel i7,32.0,1TB HDD,Nvidia RTX 2060,17.3,3840x2160,7.5,1.9,FreeDOS,2943.7
Razer,Intel i7,32.0,256GB SSD,Nvidia RTX 3060,14.0,1920x1080,6.7,2.01,macOS,2674.77
HP,Intel i5,64.0,1TB SSD,Integrated,17.3,2560x1440,10.3,2.13,FreeDOS,2166.48
HP,AMD Ryzen 9,4.0,1TB SSD,AMD Radeon RX 6800,15.6,2560x1440,10.2,2.73,macOS,2013.22
Dell,AMD Ryzen 3,8.0,1TB SSD,AMD Radeon RX 6800,16.0,3840x2160,7.4,1.22,Windows,1608.71
Apple,Intel i9,8.0,1TB HDD,Nvidia GTX 1650,14.0,3840x2160,4.3,2.02,Linux,3280.83
Asus,Intel i3,16.0,2TB SSD,Nvidia RTX 2060,14.0,3840x2160,11.4,1.84,macOS,1627.12
MSI,AMD Ryzen 5,16.0,2TB SSD,Nvidia RTX 3060,14.0,1920x1080,4.2,1.81,macOS,1530.01
Samsung,AMD Ryzen 5,64.0,2TB SSD,Nvidia RTX 2060,17.3,2560x1440,7.1,2.93,macOS,3204.59
MSI,AMD Ryzen 7,4.0,256GB SSD,Nvidia RTX 3080,17.3,1920x1080,11.6,2.43,macOS,1650.27
Apple,Intel i5,8.0,256GB SSD,Nvidia RTX 3080,14.0,3840x2160,7.2,2.17,Linux,2375.02
Asus,Intel i9,16.0,1TB SSD,AMD Radeon RX 6800,15.6,1920x1080,11.2,2.93,Linux,2065.23
Samsung,AMD Ryzen 9,64.0,1TB HDD,Integrated,13.3,3840x2160,12.0,2.82,macOS,3663.96
Acer,Intel i9,4.0,1TB SSD,Nvidia RTX 2060,13.3,3840x2160,10.6,2.4,macOS,2522.94
HP,Intel i5,16.0,1TB SSD,Nvidia RTX 2060,15.6,1366x768,6.7,1.79,macOS,1186.13
Dell,AMD Ryzen 9,64.0,1TB HDD,Nvidia RTX 3080,13.3,3840x2160,7.7,1.46,Windows,5309.99
Lenovo,Intel i7,64.0,512GB SSD,Nvidia RTX 2060,17.3,1366x768,8.1,2.39,macOS,2814.4
MSI,AMD Ryzen 3,32.0,1TB HDD,AMD Radeon RX 6800,15.6,3840x2160,9.6,1.96,macOS,2614.9
Acer,AMD Ryzen 9,16.0,1TB HDD,Nvidia RTX 2060,17.3,1920x1080,7.5,1.71,Linux,1771.0
Lenovo,AMD Ryzen 3,32.0,1TB SSD,AMD Radeon RX 6600,13.3,2560x1440,5.7,1.72,Linux,1563.12
Microsoft,AMD Ryzen 7,16.0,1TB SSD,Nvidia RTX 3060,17.3,1920x1080,7.8,3.37,Linux,1786.42
HP,Intel i9,64.0,1TB SSD,Nvidia RTX 3080,13.3,3840x2160,4.3,1.65,FreeDOS,6609.68
Samsung,Intel i5,4.0,256GB SSD,AMD Radeon RX 6600,17.3,1920x1080,11.3,1.31,Windows,1082.32
Acer,Intel i5,16.0,512GB SSD,AMD Radeon RX 6600,13.3,2560x1440,10.0,3.14,Windows,1387.91
Apple,Intel i9,4.0,512GB SSD,AMD Radeon RX 6800,17.3,1920x1080,9.1,1.99,Windows,2570.84
Razer,Intel i5,32.0,2TB SSD,AMD Radeon RX 6600,16.0,1366x768,9.8,1.43,Windows,1931.56
MSI,AMD Ryzen 9,16.0,1TB HDD,Nvidia RTX 3080,17.3,2560x1440,8.1,2.66,Windows,2907.11
Lenovo,AMD Ryzen 3,8.0,1TB HDD,Nvidia GTX 1650,17.3,2560x1440,10.0,2.45,FreeDOS,886.03
HP,Intel i7,4.0,2TB SSD,Nvidia RTX 2060,17.3,3840x2160,11.3,1.6,Windows,1909.09
Dell,Intel i7,8.0,256GB SSD,Nvidia RTX 3080,16.0,1366x768,8.5,2.72,Linux,1259.49
Lenovo,Intel i3,8.0,2TB SSD,AMD Radeon RX 6600,13.3,3840x2160,11.3,1.46,Windows,1413.55
HP,Intel i3,8.0,512GB SSD,Nvidia RTX 3080,17.3,1920x1080,4.1,1.66,FreeDOS,797.99
Dell,Intel i7,32.0,512GB SSD,AMD Radeon RX 6800,15.6,2560x1440,11.1,1.39,Windows,2746.41
